C1orf233	chr1	1598012	1600096	2
RP11-345P4.9	chr1	1613758	1615795	2
MIB2	chr1	1615415	1630610	2
MMP23B	chr1	1632095	1701810	2
CDK11B	chr1	1635227	1722818	2
RP11-345P4.10	chr1	1659325	1662602	2
SLC35E2B	chr1	1659529	1692728	2
RP11-345P4.7	chr1	1671990	1673411	2
RP11-345P4.6	chr1	1673275	1674397	2
MMP23A	chr1	1699942	1701782	2
CDK11A	chr1	1702730	1724324	2
RP1-283E3.8	chr1	1702736	1737688	2
RP1-283E3.4	chr1	1724512	1737251	2
SLC35E2	chr1	1724838	1745992	2
NADK	chr1	1751232	1780457	2
GNB1	chr1	1785285	1891117	2
RP1-140A9.1	chr1	1891471	1892658	2
CALML6	chr1	1914827	1917296	2
TMEM52	chr1	1917590	1919273	2
CFAP74	chr1	1921951	2003837	2
RP11-547D24.1	chr1	2013213	2015530	2
GABRD	chr1	2019324	2030751	2
RP11-547D24.3	chr1	2049203	2050070	2
PRKCZ	chr1	2050470	2185395	2
RP5-892K4.1	chr1	2141084	2145279	2
RP11-181G12.2	chr1	2181794	2184389	2
C1orf86	chr1	2184461	2212720	2
RP11-181G12.4	chr1	2212523	2220738	2
AL590822.1	chr1	2222427	2222500	2
SKI	chr1	2228695	2310119	2
MORN1	chr1	2321253	2391707	2
RP4-713A8.1	chr1	2326201	2326693	2
RP4-740C4.5	chr1	2350414	2352820	2
RP4-740C4.7	chr1	2363061	2363628	2
RER1	chr1	2391775	2405444	2
PEX10	chr1	2403964	2413797	2
PLCH2	chr1	2425980	2505530	2
RP3-395M20.2	chr1	2492300	2493258	2
RP3-395M20.3	chr1	2493437	2494479	2
PANK4	chr1	2508533	2526600	2
HES5	chr1	2528745	2530245	2
RP3-395M20.12	chr1	2546465	2547460	2
RP3-395M20.8	chr1	2549920	2557031	2
TNFRSF14	chr1	2555639	2565382	2
RP3-395M20.7	chr1	2566410	2569888	2
RP3-395M20.9	chr1	2581560	2584533	2
FAM213B	chr1	2586491	2591469	2
MMEL1	chr1	2590639	2632990	2
RP13-436F16.1	chr1	2632568	2636620	2
TTC34	chr1	2635976	2801721	2
RP11-740P5.2	chr1	2811850	2812692	2
RP11-740P5.3	chr1	2814432	2814998	2
ACTRT2	chr1	3021483	3022903	2
LINC00982	chr1	3059615	3068437	2
PRDM16	chr1	3069168	3438621	2
RP1-163G9.2	chr1	3132927	3133709	2
RP11-193J6.1	chr1	3205988	3208664	2
RP11-22L13.1	chr1	3306636	3310096	2
ARHGEF16	chr1	3454426	3481113	2
RP11-168F9.2	chr1	3487246	3487627	2
MEGF6	chr1	3489920	3611495	2
MIR551A	chr1	3560695	3560790	2
RP11-46F15.2	chr1	3623190	3624743	2
TPRG1L	chr1	3625002	3630127	2
WRAP73	chr1	3630767	3652761	2
TP73	chr1	3652520	3736201	2
RP5-1092A11.5	chr1	3658938	3668772	2
RP5-1092A11.2	chr1	3712200	3714298	2
TP73-AS1	chr1	3735601	3747336	2
TP73-AS1	chr1	3736943	3737103	2
CCDC27	chr1	3752398	3771645	2
SMIM1	chr1	3772788	3775982	2
LRRC47	chr1	3778558	3796504	2
RN7SL574P	chr1	3782815	3783111	2
RP1-286D6.5	chr1	3785008	3785538	2
CEP104	chr1	3812081	3857214	2
DFFB	chr1	3857267	3885429	2
C1orf174	chr1	3889125	3900293	2
LINC01134	chr1	3900372	3917225	2
LINC01346	chr1	3940613	3955262	2
RP13-614K11.2	chr1	3947149	3948980	2
EEF1DP6	chr1	4175528	4175899	2
RP5-1166F10.1	chr1	4412051	4424687	2
RP1-37J18.1	chr1	4551735	4552145	2
RP1-37J18.2	chr1	4571548	4583421	2
AJAP1	chr1	4654732	4792534	2
AL137795.1	chr1	4892068	4892162	2
RP11-542C10.1	chr1	5086459	5090899	2
RP1-58B11.1	chr1	5492978	5494674	2
MIR4417	chr1	5564071	5564143	2
RP11-154H17.1	chr1	5587368	5668295	2
AL356693.1	chr1	5815871	5815959	2
MIR4689	chr1	5862672	5862741	2
NPHP4	chr1	5862811	5992473	2
AL356261.1	chr1	5893839	5893924	2
KCNAB2	chr1	5991466	6101193	2
CHD5	chr1	6101793	6180123	2
RPL22	chr1	6181269	6209389	2
RP1-120G22.11	chr1	6204840	6205780	2
RNF207	chr1	6205475	6221299	2
ICMT	chr1	6221193	6235972	2
LINC00337	chr1	6236240	6239444	2
HES3	chr1	6244192	6245578	2
GPR153	chr1	6247346	6260975	2
ACOT7	chr1	6264269	6394391	2
RP1-202O8.3	chr1	6393555	6394391	2
HES2	chr1	6412418	6424670	2
ESPN	chr1	6424788	6461370	2
MIR4252	chr1	6429834	6429896	2
RP1-202O8.2	chr1	6443034	6447006	2
TNFRSF25	chr1	6461151	6466195	2
PLEKHG5	chr1	6466092	6520061	2
NOL9	chr1	6521347	6554535	2
RNU6-731P	chr1	6540854	6540964	2
RP11-58A11.2	chr1	6547905	6548619	2
TAS1R1	chr1	6555181	6579757	2
ZBTB48	chr1	6580001	6589280	2
KLHL21	chr1	6590724	6614607	2
PHF13	chr1	6613685	6624033	2
THAP3	chr1	6624866	6635586	2
DNAJC11	chr1	6634168	6701924	2
RP11-242F24.1	chr1	6724637	6730012	2
RP11-312B8.1	chr1	6783892	6784843	2
CAMTA1	chr1	6785324	7769706	2
RP11-312B8.2	chr1	6834333	6834618	2
RP11-334N17.1	chr1	7008376	7014279	2
RNU1-8P	chr1	7219360	7219524	2
Z98052.1	chr1	7264193	7264277	2
CAMTA1-IT1	chr1	7368942	7370270	2
RP3-453P22.2	chr1	7382487	7389754	2
RP4-549F15.1	chr1	7441096	7441554	2
RP11-338N10.1	chr1	7693124	7694844	2
RP11-338N10.2	chr1	7698303	7698872	2
RP11-338N10.3	chr1	7700704	7700970	2
VAMP3	chr1	7771269	7781432	2
RP3-467L1.6	chr1	7776383	7776775	2
PER3	chr1	7784320	7845177	2
RP3-467L1.4	chr1	7810242	7827342	2
UTS2	chr1	7843083	7853512	2
TNFRSF9	chr1	7915894	7943165	2
RP5-892F13.2	chr1	7942372	7942726	2
PARK7	chr1	7954291	7985505	2
Y_RNA	chr1	7982881	7982983	2
ERRFI1	chr1	8004404	8026308	2
RP11-431K24.1	chr1	8026738	8122702	2
CTA-215D11.4	chr1	8057245	8058463	2
RP11-431K24.2	chr1	8189824	8192770	2
RNU1-7P	chr1	8206434	8206597	2
RP11-431K24.3	chr1	8208672	8215210	2
RP11-431K24.4	chr1	8218190	8220529	2
RNU6-991P	chr1	8292157	8292263	2
SLC45A1	chr1	8317826	8344167	2
Y_RNA	chr1	8328067	8328179	2
RERE	chr1	8352397	8817643	2
RP5-1115A15.1	chr1	8424645	8434838	2
SNORA77	chr1	8511795	8511919	2
RP5-1115A15.2	chr1	8512653	8513021	2
AL096855.1	chr1	8512985	8513065	2
RPL7P11	chr1	8750430	8751087	2
RPL7P7	chr1	8786211	8786913	2
Y_RNA	chr1	8796571	8796673	2
RP4-633I8.3	chr1	8798475	8799506	2
RP4-633I8.4	chr1	8805860	8807051	2
RP11-185B14.1	chr1	8831007	8831375	2
ENO1	chr1	8861002	8879249	2
Metazoa_SRP	chr1	8862002	8862260	2
MIR6728	chr1	8866502	8866590	2
ENO1-IT1	chr1	8875788	8878007	2
ENO1-AS1	chr1	8878835	8879894	2
RNU6-304P	chr1	8883427	8883533	2
HMGN2P17	chr1	8893409	8894151	2
RP3-477M7.5	chr1	8907393	8907744	2
RP3-477M7.6	chr1	8909742	8909904	2
CA6	chr1	8945867	8975092	2
RN7SL451P	chr1	8979576	8979874	2
SLC2A7	chr1	9003300	9026345	2
SLC2A5	chr1	9035107	9088478	2
SCARNA16	chr1	9082696	9082879	2
AL158048.1	chr1	9082803	9082880	2
GPR157	chr1	9100305	9129170	2
MIR34A	chr1	9151668	9151777	2
RP3-510D11.1	chr1	9182007	9202619	2
RP3-510D11.2	chr1	9182204	9192089	2
H6PD	chr1	9234775	9271337	2
SPSB1	chr1	9292880	9369532	2
RNA5SP40	chr1	9437669	9437778	2
RP13-392I16.1	chr1	9501092	9503471	2
SLC25A33	chr1	9539482	9585179	2
RP13-15M17.1	chr1	9576427	9576985	2
TMEM201	chr1	9588922	9614873	2
PIK3CD	chr1	9651732	9729114	2
PIK3CD-AS1	chr1	9652610	9654586	2
RP11-558F24.2	chr1	9660828	9662626	2
PIK3CD-AS2	chr1	9672426	9687555	2
CLSTN1	chr1	9729026	9824526	2
MZT1P1	chr1	9780822	9781240	2
AL357140.1	chr1	9827610	9828258	2
CTNNBIP1	chr1	9848276	9910336	2
RP11-84A14.5	chr1	9848318	9850154	2
LZIC	chr1	9922113	9943407	2
RP11-84A14.4	chr1	9942923	9949974	2
NMNAT1	chr1	9943428	9985501	2
RN7SKP269	chr1	9947318	9947636	2
MIR5697	chr1	9967381	9967458	2
RP11-807G9.2	chr1	9983141	9984568	2
RBP7	chr1	9997206	10016020	2
UBE4B	chr1	10032832	10181239	2
RP11-496H15.2	chr1	10054445	10054781	2
PGAM1P11	chr1	10058671	10059648	2
RNU6-828P	chr1	10163268	10163374	2
KIF1B	chr1	10210805	10381603	2
MIR1273D	chr1	10227718	10227803	2
RNU6-37P	chr1	10298966	10299072	2
RN7SL731P	chr1	10306465	10306757	2
PGD	chr1	10398592	10420144	2
RP4-736L20.3	chr1	10429881	10430677	2
APITD1-CORT	chr1	10430102	10452153	2
APITD1	chr1	10430443	10442809	2
CORT	chr1	10449719	10451902	2
DFFA	chr1	10456522	10472526	2
RP5-1113E3.3	chr1	10458555	10459338	2
PEX14	chr1	10472288	10630758	2
RN7SL614P	chr1	10616836	10617115	2
CASZ1	chr1	10636604	10796650	2
RP4-734G22.3	chr1	10639241	10654333	2
HSPE1P24	chr1	10895761	10895998	2
C1orf127	chr1	10946471	10982037	2
CFL1P6	chr1	10990978	10991797	2
AL713997.1	chr1	10998176	10998263	2
Y_RNA	chr1	10999862	10999945	2
TARDBP	chr1	11012344	11026420	2
TARDBP	chr1	11012662	11030528	2
MASP2	chr1	11026523	11047233	2
RP4-635E18.8	chr1	11029659	11030528	2
SRM	chr1	11054584	11060024	2
EXOSC10	chr1	11066618	11099881	2
RP4-635E18.7	chr1	11068471	11073097	2
Metazoa_SRP	chr1	11070091	11070353	2
RP4-635E18.6	chr1	11099675	11102100	2
MTOR	chr1	11106535	11262507	2
MTOR-AS1	chr1	11143898	11149537	2
RNU6-537P	chr1	11152350	11152452	2
ANGPTL7	chr1	11189341	11195981	2
RNU6-291P	chr1	11226254	11226360	2
RPL39P6	chr1	11232963	11233112	2
UBIAD1	chr1	11273206	11296049	2
UBE2V2P3	chr1	11278616	11279351	2
RP11-149P14.1	chr1	11425257	11425821	2
PTCHD2	chr1	11479166	11537584	2
RP1-69M21.2	chr1	11609531	11613355	2
FBXO2	chr1	11648367	11655785	2
FBXO44	chr1	11654375	11663327	2
FBXO6	chr1	11664124	11674354	2
MAD2L2	chr1	11674480	11691650	2
DRAXIN	chr1	11691729	11725857	2
AGTRAP	chr1	11736084	11754802	2
C1orf167	chr1	11761787	11789585	2
RP11-56N19.5	chr1	11777077	11779619	2
MTHFR	chr1	11785723	11806920	2
CLCN6	chr1	11806096	11843144	2
NPPA-AS1	chr1	11841017	11848079	2
NPPA-AS1_1	chr1	11843812	11843984	2
NPPA-AS1_2	chr1	11845549	11845697	2
NPPA	chr1	11845709	11848345	2
NPPA-AS1_3	chr1	11847442	11847549	2
NPPB	chr1	11857464	11858931	2
RP5-934G17.6	chr1	11877770	11880406	2
RNU5E-1	chr1	11908152	11908271	2
RNU5E-4P	chr1	11909808	11909927	2
KIAA2013	chr1	11919591	11926428	2
PLOD1	chr1	11934205	11975538	2
MFN2	chr1	11980181	12013514	2
RP5-1077B9.5	chr1	12017216	12017308	2
MIIP	chr1	12019466	12032045	2
Y_RNA	chr1	12024012	12024124	2
MIR6729	chr1	12029158	12029222	2
RN7SL649P	chr1	12036740	12037014	2
TNFRSF8	chr1	12063377	12144207	2
Metazoa_SRP	chr1	12065002	12065246	2
RNU6-777P	chr1	12077881	12077984	2
RP11-426M1.2	chr1	12080293	12080547	2
MIR7846	chr1	12166943	12167038	2
TNFRSF1B	chr1	12167003	12209228	2
MIR4632	chr1	12191713	12191773	2
RP5-1118D24.2	chr1	12220794	12221109	2
SNORA70	chr1	12221148	12221271	2
VPS13D	chr1	12230067	12512047	2
AC243836.1	chr1	12481829	12481928	2
SNORA59A	chr1	12507246	12507397	2
RP5-888M10.2	chr1	12527724	12528420	2
DHRS3	chr1	12567910	12617731	2
RNU6ATAC18P	chr1	12569972	12570072	2
MIR6730	chr1	12578957	12579023	2
RP11-474O21.5	chr1	12618900	12619244	2
AADACL4	chr1	12644547	12667086	2
RP11-474O21.2	chr1	12692909	12693020	2
AADACL3	chr1	12716115	12728759	2
C1orf158	chr1	12746215	12763699	2
PRAMEF12	chr1	12774841	12777906	2
PRAMEF1	chr1	12791397	12796628	2
RP5-845O24.8	chr1	12822686	12823159	2
PRAMEF11	chr1	12824605	12831410	2
PRAMEF11	chr1	12824942	12828663	2
RP5-845O24.3	chr1	12838125	12841357	2
HNRNPCL1	chr1	12847377	12947578	2
PRAMEF2	chr1	12857086	12861909	2
PRAMEF4	chr1	12879224	12886201	2
PRAMEF10	chr1	12892896	12898270	2
PRAMEF7	chr1	12916610	12920482	2
RNU6-1072P	chr1	12922554	12922660	2
RP11-450I1.2	chr1	12926162	12928253	2
PRAMEF6	chr1	12938472	13056491	2
CH17-409J4.2	chr1	13029339	13032130	2
WI2-3308P17.2	chr1	13049476	13155947	2
PRAMEF25	chr1	13049476	13158092	2
PRAMEF26	chr1	13060853	13077884	2
HNRNPCL3	chr1	13060869	13062229	2
WI2-2994D6.1	chr1	13095179	13097971	2
RP13-221M14.4	chr1	13104403	13105689	2
HNRNPCL2	chr1	13115496	13116854	2
RP13-221M14.3	chr1	13128818	13131615	2
RP13-221M14.2	chr1	13146981	13147460	2
HNRNPCL4	chr1	13164586	13165467	2
PRAMEF25	chr1	13172455	13179464	2
CH17-228N4.2	chr1	13196823	13199589	2
PRAMEF18	chr1	13222695	13226133	2
RP11-450I1.4	chr1	13245863	13248652	2
PRAMEF5	chr1	13254198	13263435	2
RP11-219C24.8	chr1	13273539	13275627	2
RNU6-771P	chr1	13279125	13279231	2
PRAMEF8	chr1	13281035	13285174	2
PRAMEF9	chr1	13303509	13322598	2
RP11-219C24.6	chr1	13305955	13308887	2
RP11-219C24.10	chr1	13324039	13324518	2
PRAMEF14	chr1	13342034	13347134	2
PRAMEF19	chr1	13369067	13371693	2
PRAMEF17	chr1	13389632	13392629	2
PRAMEF20	chr1	13410450	13421328	2
LRRC38	chr1	13474977	13514048	2
RP4-597A16.2	chr1	13513220	13516270	2
RP4-597A16.3	chr1	13555001	13555694	2
PDPN	chr1	13583465	13617957	2
RNA5SP41	chr1	13623184	13623284	2
AL359771.1	chr1	13623902	13624002	2
CTA-520D8.2	chr1	13657311	13659910	2
SCARNA11	chr1	13696070	13696199	2
PRDM2	chr1	13700198	13825079	2
RNU6-1265P	chr1	14124233	14124335	2
RP11-344F13.1	chr1	14221891	14223118	2
RP4-704D23.1	chr1	14348955	14351023	2
KAZN	chr1	14598704	15118043	2
AL034395.1	chr1	14607334	14607436	2
TBCAP2	chr1	14692129	14692613	2
TMEM51-AS1	chr1	15111815	15152464	2
TMEM51	chr1	15152532	15220480	2
C1orf195	chr1	15164344	15171317	2
RP1-21O18.3	chr1	15191828	15192845	2
RP5-903E17.2	chr1	15226373	15227549	2
FHAD1	chr1	15247272	15400283	2
RP3-467K16.2	chr1	15326680	15343876	2
RP3-467K16.7	chr1	15334166	15335464	2
RP3-467K16.4	chr1	15402979	15409433	2
EFHD2	chr1	15409895	15430343	2
CTRC	chr1	15438439	15449242	2
CELA2A	chr1	15456728	15472091	2
CELA2B	chr1	15465909	15491400	2
CASP9	chr1	15490832	15526534	2
DNAJC16	chr1	15526813	15592379	2
SCARNA21	chr1	15542165	15542304	2
RP4-680D5.8	chr1	15565611	15565956	2
AGMAT	chr1	15572353	15585110	2
RP4-680D5.2	chr1	15586136	15603626	2
CHCHD2P6	chr1	15604597	15605043	2
RNU7-179P	chr1	15608078	15608145	2
RP4-680D5.4	chr1	15614643	15614867	2
DDI2	chr1	15617500	15669044	2
RSC1A1	chr1	15659869	15661722	2
RP4-680D5.9	chr1	15682873	15683128	2
PLEKHM2	chr1	15684332	15734769	2
AL121992.1	chr1	15684472	15684558	2
RP11-288I21.1	chr1	15720312	15736896	2
SLC25A34	chr1	15736405	15741396	2
RP11-169K16.4	chr1	15740051	15749896	2
TMEM82	chr1	15742422	15747982	2
FBLIM1	chr1	15756607	15786594	2
Metazoa_SRP	chr1	15763490	15763757	2
RP11-169K16.6	chr1	15792796	15793285	2
UQCRHL	chr1	15807169	15809348	2
RP11-169K16.8	chr1	15828232	15828669	2
FLJ37453	chr1	15834479	15848147	2
SPEN	chr1	15847864	15940460	2
RP1-134O19.3	chr1	15917698	15917908	2
ZBTB17	chr1	15941869	15976132	2
RP11-5P18.1	chr1	15969632	15970194	2
RP11-5P18.3	chr1	15988182	15988441	2
RP11-5P18.11	chr1	15989140	15989375	2
TBC1D3P6	chr1	15989871	15994751	2
C1orf64	chr1	16004236	16008807	2
RP11-5P18.5	chr1	16006160	16006671	2
HSPB7	chr1	16014028	16019594	2
CLCNKA	chr1	16018875	16034050	2
RP11-5P18.10	chr1	16035178	16040029	2
CLCNKB	chr1	16043736	16057308	2
FAM131C	chr1	16057769	16073632	2
EPHA2	chr1	16124337	16156087	2
RP11-276H7.2	chr1	16155211	16157329	2
RP11-276H7.3	chr1	16159266	16161883	2
ARHGEF19-AS1	chr1	16197854	16198357	2
ARHGEF19	chr1	16197854	16212609	2
ANO7P1	chr1	16215909	16228027	2
RSG1	chr1	16231700	16237162	2
MT1XP1	chr1	16241213	16241398	2
FBXO42	chr1	16246839	16352454	2
SZRD1	chr1	16352575	16398145	2
RP11-430L17.1	chr1	16369150	16369530	2
SPATA21	chr1	16387117	16437424	2
AL358794.1	chr1	16408508	16408583	2
NECAP2	chr1	16440672	16460078	2
RP4-798A10.2	chr1	16460948	16468481	2
CROCCP3	chr1	16467436	16499257	2
RNU1-1	chr1	16514122	16514285	2
RP4-798A10.7	chr1	16514645	16515754	2
RP4-798A10.4	chr1	16520694	16521796	2
RP5-875O13.1	chr1	16533886	16536172	2
U1	chr1	16534081	16534224	2
FAM231C	chr1	16539066	16539575	2
RP5-875O13.6	chr1	16548651	16552531	2
AL355149.1	chr1	16548914	16548987	2
NBPF1	chr1	16562319	16613562	2
RP5-1182A14.5	chr1	16617391	16617729	2
CROCCP2	chr1	16618262	16644683	2
MST1P2	chr1	16645622	16650289	2
RNU1-3	chr1	16666785	16666948	2
FAM231A	chr1	16673003	16673512	2
RP5-875O13.7	chr1	16681097	16688749	2
AL021920.1	chr1	16681255	16681328	2
EIF1AXP1	chr1	16685621	16686055	2
ESPNP	chr1	16687339	16720157	2
RP1-163M9.7	chr1	16701546	16705594	2
FAM231A	chr1	16733951	16734461	2
CROCC	chr1	16740273	16972979	2
RNU1-4	chr1	16740516	16740679	2
CROCCP4	chr1	16750233	16750964	2
MST1L	chr1	16754910	16770237	2
RP11-108M9.1	chr1	16851257	16853129	2
RP11-108M9.2	chr1	16855407	16859284	2
MIR3675	chr1	16858949	16859021	2
RP11-108M9.3	chr1	16870945	16874092	2
U1	chr1	16873708	16873851	2
RP11-108M9.4	chr1	16888538	16889649	2
RP11-108M9.5	chr1	16889095	16889602	2
RNU1-2	chr1	16895980	16896143	2
RP11-108M9.6	chr1	16904339	16904776	2
MFAP2	chr1	16974502	16980835	2
RP1-37C10.3	chr1	16978926	17005091	2
ATP13A2	chr1	16985958	17011928	2
SDHB	chr1	17018722	17054170	2
PADI2	chr1	17066761	17119435	2
Y_RNA	chr1	17158197	17158284	2
RP11-380J14.1	chr1	17189783	17197617	2
PADI1	chr1	17205126	17246005	2
PADI3	chr1	17249098	17284233	2
MIR3972	chr1	17277889	17277975	2
PADI4	chr1	17308195	17364004	2
AC004824.2	chr1	17329012	17331796	2
PADI6	chr1	17372196	17401699	2
RP1-20B21.4	chr1	17406760	17407382	2
RCC2	chr1	17406760	17439724	2
AC004824.1	chr1	17413631	17413694	2
ARHGEF10L	chr1	17539835	17697874	2
RP11-473A10.2	chr1	17717687	17749978	2
AL136529.1	chr1	17747169	17747222	2
ACTL8	chr1	17755313	17827063	2
RP11-174G17.2	chr1	18065657	18074412	2
IGSF21	chr1	18107746	18378483	2
RP11-174G17.3	chr1	18109389	18115861	2
RP11-174G17	chr1	18166929	18179346	2
RP11-422P22.1	chr1	18385829	18388514	2
KLHDC7A	chr1	18480982	18486126	2
DYNLL1P3	chr1	18513118	18513383	2
RP1-8B22.2	chr1	18595414	18595636	2
PAX7	chr1	18631006	18748866	2
TAS1R2	chr1	18839599	18859682	2
RP13-279N23.2	chr1	18849273	18921121	2
ALDH4A1	chr1	18871430	18902781	2
MIR4695	chr1	18883202	18883275	2
MIR1290	chr1	18897071	18897148	2
IFFO2	chr1	18904281	18956686	2
RP5-1126H10.2	chr1	19072110	19075511	2
UBR4	chr1	19074506	19210276	2
RP1-43E13.2	chr1	19210501	19240704	2
EMC1	chr1	19215664	19251552	2
MRTO4	chr1	19251539	19260128	2
AKR7L	chr1	19265982	19274194	2
AKR7A3	chr1	19282558	19289250	2
RP4-657E11.10	chr1	19297080	19297903	2
AKR7A2	chr1	19303965	19312146	2
RNU6-1099P	chr1	19305076	19305182	2
PQLC2	chr1	19312326	19329300	2
CAPZB	chr1	19338776	19485539	2
RN7SL277P	chr1	19424384	19424671	2
RNU4-28P	chr1	19510593	19510733	2
RP5-1056L3.1	chr1	19591802	19596832	2
MINOS1	chr1	19596977	19629821	2
MINOS1-NBL1	chr1	19596979	19658056	2
RP5-1056L3.3	chr1	19608114	19608568	2
NBL1	chr1	19640554	19658456	2
HTR6	chr1	19665287	19679562	2
TMCO4	chr1	19682213	19799945	2
RNF186	chr1	19814029	19815278	2
RP11-91K11.2	chr1	19814367	19819502	2
OTUD3	chr1	19882513	19912945	2
PLA2G2E	chr1	19920009	19923617	2
RN7SL304P	chr1	19970969	19971269	2
PLA2G2A	chr1	19975431	19980416	2
PLA2G5	chr1	20028179	20091190	2
