Sample ID	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22
TCGA-KD-A5QS-01A	45.0266	33.0907	37.9859	11.6859	52.6406	18.2903	10.3774	15.0873	33.794	16.9838	19.1512	19.4783	75.7972	6.248	6.2372	18.4792	37.4182	25.2186	6.2912	15.7647	19.4923	2.2677
TCGA-IS-A3K7-01A	17.2298	36.5766	23.1554	14.594	11.6614	12.6831	5.1189	10.4418	18.1433	12.1571	3.1076	73.9839	8.9199	6.4077	11.9296	9.3061	6.7837	2.2736	0.8193	10.1452	1.8277	0.655
TCGA-JV-A75J-01A	7.1892	41.6722	1.0977	3.7515	1.0236	7.3059	24.9305	174.391	42.7588	89.9274	0.0	4.5349	4.1661	0.0	14.8464	24.0632	18.5544	0.0	60.2784	1.4789	43.3576	60.6766
TCGA-HB-A3L4-01A	14.9928	14.1951	14.8303	22.0474	2.5148	5.4025	4.1512	18.1782	183.5462	6.7606	6.1819	13.053	73.9988	15.2073	2.7395	3.7611	3.4174	4.192	0.0	0.8524	2.1206	7.8717
TCGA-IW-A3M5-01A	14.7856	40.0944	55.5584	15.1935	12.4011	27.5295	11.2616	15.7344	9.0689	24.4355	3.2691	12.7419	4.3118	7.2533	19.3868	8.3158	1.695	4.6598	16.9643	22.8139	1.1131	2.2605
TCGA-IW-A3M6-01A	8.9876	45.2503	5.7724	7.2183	1.201	4.3014	4.5368	1.393	5.5974	3.4774	2.3541	2.276	0.9365	5.3217	0.0	2.2042	2.655	2.5893	0.2655	1.9169	1.9363	0.4749
TCGA-HS-A5N8-01A	18.0887	12.9203	16.1134	16.4777	8.0142	4.4236	4.7959	21.681	2.293	19.7731	14.235	13.2071	8.4866	0.4065	6.6182	4.9515	20.2109	1.6068	20.7578	1.3536	4.5074	2.9429
TCGA-HS-A5NA-01A	43.2904	40.3578	2.1309	4.7779	3.731	0.359	9.2161	2.0741	8.3248	0.0	4.5675	1.4986	23.9955	8.0056	3.7521	3.9457	2.0557	0.7704	3.9411	0.3211	6.8666	4.279
TCGA-IS-A3K6-01A	9.1253	9.5038	4.2871	3.1718	8.1751	2.9862	3.6704	6.3134	2.6658	8.2781	3.9047	1.4245	16.9955	3.5292	0.0	2.567	6.5226	0.0	1.0953	0.0	0.8129	0.784
TCGA-JV-A5VF-01A	18.9282	4.7545	7.7774	10.3968	13.5375	20.9212	11.1242	14.2625	11.4828	18.28	7.9354	6.3225	3.6079	0.3505	5.259	3.9067	8.2247	6.0201	3.7051	3.1213	2.4189	4.8683
TCGA-KD-A5QU-01A	8.7119	16.4042	6.3029	5.5926	7.6217	21.2591	3.4174	8.8541	6.1567	17.0366	1.7636	10.9232	34.4062	0.5419	0.5184	1.4023	10.9219	0.519	0.9834	7.5539	1.196	1.7059
TCGA-IS-A3K8-01A	16.5163	2.9809	3.1268	0.0	0.9075	4.5389	3.4574	0.0	0.0	0.0	0.8643	0.0	0.0	7.9202	0.0	0.0	1.4699	1.1738	0.7694	1.4824	0.0	0.7424
TCGA-IW-A3M4-01A	7.3351	3.7413	3.1461	0.5215	1.0983	0.9667	0.747	2.0328	2.2478	1.7614	0.3235	2.4367	4.999	4.9282	2.007	1.0263	3.4595	0.7624	0.9674	4.1703	0.2514	0.2831
TCGA-KD-A5QT-01A	12.472	19.2532	7.6561	0.0	0.4538	26.8293	7.2629	0.0	1.6715	0.8477	4.6828	0.0	54.5137	0.0	1.6934	5.4504	9.7401	0.8087	1.934	0.0	5.7701	14.8148
TCGA-IS-A3KA-01A	17.0991	29.834	0.4632	19.577	1.443	64.3039	9.6602	9.1767	2.5442	3.3615	10.2126	2.8142	2.2415	0.6153	3.5024	3.355	7.9625	0.3153	4.3366	2.1715	1.6283	3.0865
