Sample ID	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22
TCGA-PC-A5DK-01A	6.3001	16.4258	0.0	12.3849	0.0	4.7848	0.0	0.0	1.0905	7.3957	0.9327	0.8278	3.0996	4.8238	0.0	1.1825	1.7868	0.0	4.5884	6.3087	0.0	1.8427
TCGA-DX-A48U-01A	8.7784	1.1074	3.7479	3.0961	2.8192	3.9485	3.968	3.4985	1.5374	3.5773	10.5954	2.877	12.1214	1.6994	1.7831	0.5198	3.2822	0.0	3.8172	2.3086	0.2636	0.2662
TCGA-IE-A4EI-01A	6.1802	2.9474	5.2454	1.7109	2.9083	4.0982	18.4623	0.5116	3.339	3.7454	3.6248	3.5788	5.0559	0.0	6.3701	3.6822	3.1536	2.9972	3.2865	1.2766	0.0	0.3564
TCGA-3B-A9I3-01A	5.0802	1.4792	5.7085	3.7398	3.9502	1.5163	2.1255	2.389	1.4243	1.7842	2.281	2.6995	4.3076	1.594	0.3393	0.0	2.913	0.0	1.3681	0.2592	0.0	0.4434
TCGA-X6-A7WA-01A	2.8639	0.0	0.0	3.0831	1.2813	0.0	0.0	0.0	0.6968	28.3617	2.6961	2.4639	4.6791	0.0	0.0	1.8312	5.7447	0.0	2.3189	0.0	1.0055	3.0974
TCGA-DX-A3U9-01A	6.3948	4.678	6.7346	5.004	16.0861	6.2592	2.8092	8.8416	7.4627	16.1278	6.8628	5.7332	13.86	3.382	4.8534	1.0157	7.7964	6.9917	8.2181	1.001	3.6129	0.5396
TCGA-WK-A8XS-01A	4.5213	6.8085	3.7818	2.5917	1.4035	31.029	0.5519	0.0	3.8747	1.8609	5.9049	0.5348	34.9415	6.3883	0.6178	6.2719	26.4814	2.2302	3.7964	4.7148	0.0	0.0
TCGA-QQ-A5VD-01A	2.0576	0.0	0.0	1.8129	0.3913	5.0636	0.0	0.9485	1.0941	0.3261	0.9665	2.0351	0.0	1.3489	2.7231	0.0	0.9323	0.0	1.79	2.966	0.0	0.0
TCGA-DX-A6B7-01A	10.7166	3.7641	0.8866	8.0878	3.1996	0.9574	1.5273	4.1769	2.4643	22.8803	4.0147	4.7333	15.2468	1.3517	0.0	3.1594	2.661	1.794	5.6456	8.3803	0.0	0.2659
TCGA-HB-A5W3-01A	9.563	6.436	0.0	4.9516	24.8549	7.8227	3.9452	9.6916	3.3766	16.8729	9.2545	5.6277	14.1208	3.0664	1.335	4.1835	20.1958	2.1289	6.4814	2.5478	1.2822	1.8665
TCGA-3B-A9HQ-01A	4.8404	0.0	0.0	1.5633	0.8767	8.7824	2.7864	0.0	0.0	8.2722	0.0	0.5104	0.7325	0.7254	4.2392	0.0	19.7453	0.0	4.6456	0.0	0.0	0.0
TCGA-DX-A6BA-01A	9.0102	15.6195	5.3225	1.8932	11.2354	4.658	7.1264	8.8338	2.7206	3.3348	3.7388	2.5247	7.8944	0.4432	9.5044	8.4653	5.2464	2.2889	8.297	3.3234	1.246	0.6823
TCGA-3B-A9HS-01A	22.6858	8.2261	4.6654	56.766	154.786	188.6583	3.9054	15.9051	11.4312	3.6974	7.7885	848.8981	0.4761	38.8822	0.0	0.9388	17.272	7.6056	101.0977	4.5732	11.4833	1.1959
TCGA-IE-A4EK-01A	1.9471	1.2478	2.1274	3.3536	1.8642	4.2366	0.8826	0.0	1.2729	3.3345	0.8038	1.095	1.8894	0.0	0.0	7.8683	6.2014	2.3855	3.7007	0.0	0.0	2.1095
TCGA-DX-A3UD-01A	22.7074	12.146	0.2719	5.9281	23.1454	3.0357	0.2845	0.3116	8.3178	6.0486	7.7559	4.8855	6.8618	2.6323	0.292	5.7656	1.8386	1.5208	7.331	0.2901	0.3047	0.2914
TCGA-DX-A3UF-01A	15.1966	25.3482	16.5466	8.4825	20.8698	8.5167	9.9243	15.1571	10.1625	5.2763	12.0256	9.1789	5.8155	5.4233	6.1774	1.6579	1.2608	1.3006	4.0843	2.2486	3.5771	0.0
TCGA-DX-A6Z2-01A	8.6757	3.4072	1.0563	11.4959	0.0	15.7873	0.0	22.3449	1.1057	12.1345	1.0397	3.1383	9.0114	8.5592	0.0	1.6536	3.02	0.3525	3.9372	6.0898	0.8894	0.0
TCGA-DX-A48R-01A	2.9353	5.1254	29.789	3.3904	4.6964	3.9591	11.3101	8.6141	0.8274	13.2715	3.9188	10.08	10.5505	4.7728	1.4157	5.9989	100.1322	2.2816	25.4228	0.9192	1.0064	0.0
TCGA-DX-A3UA-01A	8.6119	14.2309	34.091	59.9382	5.4579	2.7582	0.0	7.7402	11.6806	2.5666	0.0	4.302	0.0	0.0	0.0	3.5469	1.2813	0.0	21.6706	1.3383	3.4366	0.4516
TCGA-X6-A8C5-01A	3.8943	8.4169	1.1373	9.5829	16.41	8.9202	0.0	0.984	0.0	2.0405	2.2428	0.8711	10.7723	2.0002	0.8974	0.6597	2.0367	1.9272	1.2139	0.7236	0.0	0.0
TCGA-PC-A5DO-01A	25.145	39.533	11.987	17.23	10.0246	5.8922	5.2119	4.9164	0.699	22.9692	6.6468	9.0197	8.7212	16.6258	7.7707	3.8035	20.3125	24.8884	5.3107	4.6346	9.6951	2.8724
TCGA-DX-A48L-01A	6.4062	60.0754	7.6995	3.3106	12.3496	1.0607	4.5978	5.1959	3.7947	1.0925	14.6582	4.7641	38.1111	3.79	5.1057	1.0723	79.7431	17.1607	3.6154	2.7176	2.9404	0.7433
TCGA-DX-A48P-01A	5.8005	3.83	7.7603	0.6822	0.3626	5.7339	0.4738	0.0	0.0	6.5634	3.0469	0.8019	7.1943	3.1647	0.0	3.6709	0.9235	0.0	7.3079	42.8527	0.0	0.723
TCGA-DX-A6BB-01A	10.3726	3.5885	3.803	2.8338	0.0	17.119	12.0894	1.3428	4.4193	13.306	0.6588	1.5355	22.544	0.514	1.2929	1.1568	6.0075	2.4622	1.3346	4.1104	1.5027	1.897
TCGA-WK-A8XX-01A	14.7716	16.1279	6.4909	7.6308	10.1499	13.7668	0.786	5.9448	7.0027	10.3072	0.0	0.6658	3.805	9.5501	3.0117	1.0828	7.2226	4.6242	3.2972	2.6467	1.6625	0.2763
TCGA-K1-A6RV-01A	45.954	38.6012	22.1038	47.1784	37.7661	4.7661	5.899	16.7808	27.1917	49.187	20.3542	8.6578	8.489	9.5249	12.5011	3.9553	12.3522	3.8566	8.6222	2.1798	25.3446	5.7467
TCGA-IF-A4AJ-01A	10.269	3.9671	1.5084	1.0179	3.0602	0.6728	0.3484	11.7813	4.191	21.3872	2.6559	1.3948	3.1835	0.6452	2.3663	0.9773	2.8636	2.9184	1.1026	3.1783	0.7275	1.5711
TCGA-DX-A3UB-01A	0.0	2.5712	0.0	1.2011	2.9182	0.6705	1.0345	1.936	0.0	2.4776	1.3804	0.0	0.9844	0.0	9.119	0.933	0.0	1.8111	1.2531	0.0	0.0	1.2069
TCGA-DX-A48J-01A	16.3906	1.1121	1.5906	0.0	2.5729	3.8119	6.9685	11.6187	3.8022	3.1445	0.6908	2.3487	2.9666	0.0	0.0	0.0	0.7376	2.5719	0.6562	0.0	0.0	0.0
TCGA-DX-A8BZ-01A	3.635	21.4055	0.6519	1.762	2.9135	1.7675	0.825299999999999	4.5382	4.5796	0.0	2.239	5.3777	0.6444	2.2726	0.5599	0.0	0.8947	21.2792	1.4606	4.406	2.6797	0.255
TCGA-DX-A7EL-01A	7.0248	12.6101	5.6269	14.0962	7.3432	0.0	0.0	2.6329	4.7259	0.8348	16.0992	10.3259	29.9684	6.4085	2.7574	0.0	4.5541	0.0	2.8852	1.0617	1.1433	1.4294
TCGA-DX-A3UC-01A	2.5263	11.1428	0.0	5.6576	0.7254	0.8172	1.0891	0.0	3.2852	0.8001	0.729	0.794	3.2152	0.0	5.4735	4.4437	9.0673	2.0983	7.8243	0.0	0.0	0.0
TCGA-X6-A7WC-01A	174.3275	11.8213	28.6238	27.2712	73.8839	7.076	17.3372	27.5846	4.1231	7.7124	28.5246	11.9222	4.6948	50.0485	13.4322	3.7469	41.1101	3.332	22.2936	13.2843	4.3487	1.0551
TCGA-DX-A48K-01A	6.0854	5.9808	3.8281	17.4401	10.1759	6.0052	2.973	3.2852	4.4255	6.2164	4.353	3.9046	14.1808	1.3645	4.6185	1.5014	20.9781	0.5785	45.1746	0.5643	5.4218	1.6222
TCGA-DX-A3UE-01A	1.9172	6.7382	2.5759	10.0342	2.642	5.0088	0.5741	0.0	0.2757	20.0469	0.6756	1.6161	4.0717	2.8957	0.0	0.0	11.3606	4.3262	5.1829	6.5406	0.8438	0.0
TCGA-DX-A7EN-01A	12.7848	15.3479	5.5028	6.3871	15.1006	9.8929	12.5169	4.9404	2.1321	7.5133	3.5198	17.1229	5.5503	6.4074	1.135	2.9018	1.3903	2.1658	9.2514	1.1589	1.2735	0.6097
TCGA-K1-A42W-01A	23.3704	8.5009	8.7522	15.1471	48.0118	0.3166	2.4203	1.5359	4.1086	6.0322	2.5403	7.5481	4.5309	0.0	5.2577	1.0978	1.3876	0.0	5.7009	2.8837	0.724	1.3254
TCGA-MB-A5YA-01A	1.442	0.0	0.0	0.0	0.0	0.0	1.5118	0.0	0.0	11.8905	0.0	1.5793	6.4631	0.0	3.2325	4.7361	3.4218	0.0	2.6456	0.8745	3.2628	0.0
TCGA-WK-A8XY-01A	19.1261	6.5703	8.6413	13.9333	1.0357	27.9236	8.7924	2.4388	3.7686	1.1504	20.2354	11.084	12.5091	4.6172	2.2116	9.3663	10.8721	2.1705	3.6983	5.7591	0.4817	1.9772
TCGA-PC-A5DL-01A	2.2975	0.4935	2.9683	1.5954	1.7497	10.8996	2.0351	2.5648	0.0	0.6261	5.8141	3.3814	3.6519	0.0	0.5266	0.639	9.8437	3.8464	0.0	0.5454	1.4942	0.5784
TCGA-3B-A9HY-01A	2.4846	16.3653	3.9847	3.4181	3.1505	11.728	0.6952	2.4761	0.0	13.6143	1.0797	2.346	12.3767	4.009	0.9962	4.9421	16.8728	0.0	1.8064	1.5256	0.0	2.443
TCGA-FX-A3NJ-01A	1.5252	1.0075	0.8668	0.0	0.8718	0.0	0.0	1.4396	0.6911	19.0923	0.0	1.2621	7.2507	0.0	0.0	5.2022	9.4127	0.0	0.8101	2.4011	0.0	2.3829
TCGA-3B-A9HP-01A	3.6411	7.8979	5.6835	0.0	0.9525	1.6708	4.8705	10.9352	0.4695	12.3198	0.0	0.7811	0.0	3.6566	1.772	0.0	1.5425	15.3425	2.9404	0.0	0.0	0.0
TCGA-3B-A9HR-01A	10.4817	24.3795	88.2326	13.0725	23.7661	21.2329	16.2406	6.3275	15.3489	34.0999	14.4081	3.2783	19.9927	6.8339	10.9814	5.6682	25.8114	10.4434	3.3918	10.4824	2.4735	1.2809
TCGA-DX-A3U8-01A	3.3553	0.0	2.1928	1.817	0.3116	0.0	3.6392	0.31	0.8617	1.602	0.0	0.0	1.3262	1.9007	0.0	3.1646	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-HS-A5N7-01A	12.0845	2.0603	1.0451	1.124	3.0993	6.2354	6.2046	0.3533	2.5664	7.1156	2.5678	4.4696	6.4349	0.3581	1.0997	10.1006	15.3397	14.396	4.1356	1.3426	1.9458	0.9454
TCGA-DX-A6B8-01A	54.9703	53.3595	24.4992	68.4995	31.7018	11.8689	19.7489	27.4998	47.7674	33.2912	26.9746	22.1528	19.6164	22.2688	11.0236	9.1681	21.853	3.6194	15.1421	8.6873	6.0018	5.662
TCGA-FX-A3RE-01A	8.2424	7.5459	12.9086	6.1091	2.9736	1.4417	22.5225	9.7816	14.5278	5.4636	3.5385	6.4061	8.9257	3.8567	3.2627	4.7591	21.1878	3.7674	12.1967	0.8231	5.283	0.0
TCGA-MB-A8JL-01A	1.5853	8.2912	1.9486	0.5597	0.6741	2.7447	2.0076	4.2163	13.4644	1.4478	14.1009	15.0068	0.0	7.1275	3.5371	9.3316	4.0876	0.0	0.0	0.7517	0.0	0.0
TCGA-QQ-A8VF-01A	7.449	2.118	9.3106	3.9045	14.03	1.947	68.6002	14.2743	14.0668	4.3501	0.2507	18.5446	3.2696	4.0017	11.5113	1.888	0.2537	20.8672	51.6966	13.3561	1.6266	3.2665
TCGA-MO-A47R-01A	2.0007	7.992	5.9513	6.1249	0.6201	0.0	0.6148	1.9216	29.9075	0.5485	3.9885	8.8157	2.1492	3.1758	0.0	5.6456	4.099	1.2285	1.0034	0.0	0.0	0.6228
TCGA-3B-A9HX-01A	9.4272	21.3326	9.1847	0.9259	0.4222	2.5963	5.2425	4.0434	6.1634	5.1365	4.6922	2.1271	43.4418	20.5166	2.8347	3.7199	4.0864	0.4505	223.1463	2.662	1.4052	1.8293
TCGA-3B-A9HT-01A	0.7213	10.005	4.1136	0.5768	3.2743	1.4682	4.7621	1.1824	2.767	1.1098	2.4402	2.8496	0.8073	1.084	4.6471	0.7521	4.6783	1.0265	2.3072	1.537	1.0478	0.0
TCGA-QQ-A5VB-01A	15.0655	9.917	4.31	7.7531	4.7095	11.477	1.4295	22.9786	18.9255	1.6558	3.6245	10.7854	2.397	8.9725	1.3565	9.9871	5.7198	5.8061	8.7377	9.5303	3.2101	6.2368
