Sample ID	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22
TCGA-DX-A6B9-01A	6.6974	15.2232	0.0	5.1892	0.0	0.7475	0.0	0.7126	0.0	16.987	4.0337	3.7299	1.8364	0.0	1.1218	4.3925	6.1236	9.7565	20.8788	0.0	0.0	0.0
TCGA-HB-A3YV-01A	83.8257	9.1922	6.693	176.6574	24.3865	726.4486	56.6973	21.6391	24.1105	3.7811	21.7854	458.681	69.567	7.1203	11.4245	3.39	12.5403	24.7185	14.8489	17.6026	2.1993	5.292
TCGA-DX-AB32-01A	5.8663	4.8692	133.2358	17.3564	10.2639	17.2675	6.9939	7.4627	7.3838	3.6953	4.5716	12.8707	3.7119	0.4054	0.0	13.9936	2.1467	19.8748	9.5717	3.0921	1.2522	8.7983
TCGA-K1-A3PN-01A	0.0	2.6229	0.0	0.0	0.9031	5.1648	0.0	2.651	0.3185	0.0	0.3662	5.8884	5.4454	0.9142	0.6052	7.0747	38.5053	0.0	7.2206	0.9041	0.0	1.9464
TCGA-DX-A7EI-01A	222.9275	14.2414	1.3386	30.1236	82.8561	73.2991	15.091	22.2444	14.426	1.7826	17.7214	832.0606	0.0	19.548	31.343	7.7486	7.2127	5.291	69.3838	40.5441	2.7849	1.6164
TCGA-WP-A9GB-01A	33.2623	14.3644	31.4817	35.437	22.8	32.8452	26.3336	27.2877	21.3777	24.8061	23.5379	7.1243	33.6089	6.8367	11.3507	30.9338	14.5975	12.2102	6.8887	2.8005	9.0941	1.811
TCGA-SG-A6Z7-01A	133.8056	28.9425	8.6993	2.6049	9.21	93.4191	54.3407	118.0006	1.3385	10.6423	29.1499	610.3711	17.5142	1.7634	0.0	0.8592	16.8419	0.4728	11.5228	3.7809	35.718	3.8963
TCGA-X6-A7WD-01A	10.997	5.3203	1.7472	10.7231	9.1247	7.4877	1.2171	5.4468	4.6928	44.7023	5.5184	2.5958	0.694	1.7644	0.9361	2.0527	20.1907	7.9286	5.1169	0.0	0.6551	0.0
TCGA-VT-A80G-01A	25.8293	96.7282	57.0985	115.0061	21.8165	29.255	20.9486	18.5888	70.4665	10.2108	24.7838	18.1035	3.0537	11.4595	5.4181	13.9647	16.1015	18.6643	3.8855	20.1368	6.9738	7.9351
TCGA-IE-A3OV-01A	11.8185	32.7472	11.4884	5.7163	7.9882	12.7469	1.933	8.2525	27.3487	3.3656	0.5416	1.73	25.9635	9.101	1.4282	7.5115	56.1757	10.6101	16.8793	2.6525	0.912	2.9181
TCGA-DX-A3LW-01A	59.3514	2.4886	2.3954	301.1891	4.9187	3.7103	1.2927	1.0764	4.2014	1.764	10.2455	479.5901	3.2389	2.4634	1.3163	0.8729	5.3626	2.9812	13.2231	3.692	0.691	2.0045
TCGA-QQ-A8VG-01A	0.0	0.0	0.0	3.3564	4.9394	0.0	0.0	0.0	1.4123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2115	1.726	0.0	0.9522	0.3092	1.0505
TCGA-DX-A23V-01A	169.6767	11.1211	0.4771	2.766	4.2789	0.0	11.0696	0.0	6.5111	6.7342	0.291	442.5603	28.386	0.8496	0.0	0.6408	1.6023	0.0	0.0	0.0	0.0	1.8958
TCGA-DX-A6YQ-01A	34.0497	28.933	24.7186	27.0229	13.1587	31.852	15.5629	4.2343	9.4215	6.1867	21.9626	17.2141	5.8553	2.9459	5.3736	10.85	44.0757	2.8479	22.5475	29.5699	3.2876	7.1511
TCGA-K1-A42X-01A	20.7108	5.7057	6.1687	2.617	1.7568	8.1086	9.2589	4.6859	6.238	2.1821	31.9355	2.502	3.3916	18.839	0.0	1.1131	6.4349	6.323	17.5601	3.0457	2.0436	3.6671
TCGA-DX-A3M2-01A	14.307	5.3143	1.9689	10.0172	93.923	10.0727	35.7319	12.2204	11.8895	1.8128	6.1147	6.6399	4.1659	4.4278	0.0	2.6647	19.6547	2.763	3.8156	0.9717	3.5553	0.0
TCGA-PC-A5DK-01A	6.3001	16.4258	0.0	12.3849	0.0	4.7848	0.0	0.0	1.0905	7.3957	0.9327	0.8278	3.0996	4.8238	0.0	1.1825	1.7868	0.0	4.5884	6.3087	0.0	1.8427
TCGA-DX-A48U-01A	8.7784	1.1074	3.7479	3.0961	2.8192	3.9485	3.968	3.4985	1.5374	3.5773	10.5954	2.877	12.1214	1.6994	1.7831	0.5198	3.2822	0.0	3.8172	2.3086	0.2636	0.2662
TCGA-QQ-A8VH-01A	5.9186	18.9146	5.8749	26.8913	11.0241	4.2127	16.3802	75.8583	7.6506	16.6157	18.815	7.5169	6.1425	47.8662	5.9821	6.596	23.1383	3.4821	47.6167	24.2121	65.9096	16.4351
TCGA-DX-A23Z-01A	11.2927	121.0138	0.0	4.2113	65.5584	292.9663	24.3466	38.8994	67.8808	184.0489	341.8066	461.5487	29.6706	3.1856	6.8595	0.0	0.3135	1.3732	5.2355	0.0	0.0	0.0
TCGA-DX-A23T-01A	11.3493	7.4312	1.4018	0.9028	82.8095	202.1359	41.1619	230.8594	2.7229	9.8597	266.0274	222.0521	16.2385	4.3367	0.0	1.4762	0.0	1.5912	0.0	2.6923	20.6532	0.0
TCGA-DX-A8BP-01A	5.0744	13.332	6.5929	1.0197	35.9385	0.9239	11.1696	2.1288	6.8875	3.0738	2.6277	0.0	6.2564	0.8717	0.0	2.3773	0.0	0.0	2.4586	7.6454	0.0	0.0
TCGA-FX-A76Y-01A	2.2808	0.0	0.0	0.0	4.9909	3.2862	1.6514	0.0	0.0	40.9973	2.2151	0.0	28.8195	2.4426	1.184	9.1914	6.8895	1.2204	3.5617	0.0	0.0	0.0
TCGA-DX-AB2W-01A	22.7542	23.932	43.2311	19.165	26.3411	2.1736	12.2833	25.2803	11.8775	13.5464	24.244	76.2642	3.6105	3.2865	50.5028	3.3848	1.6532	9.5593	6.2481	31.3922	81.6111	6.461
TCGA-IE-A4EI-01A	6.1802	2.9474	5.2454	1.7109	2.9083	4.0982	18.4623	0.5116	3.339	3.7454	3.6248	3.5788	5.0559	0.0	6.3701	3.6822	3.1536	2.9972	3.2865	1.2766	0.0	0.3564
TCGA-X6-A7WB-01A	25.7671	51.3883	6.9926	11.1962	8.271	22.662	8.7609	7.7176	6.171	2.1512	7.796	5.9125	26.7638	3.3043	5.2221	4.3227	8.0109	0.73	2.147	23.8533	1.8459	7.1513
TCGA-DX-AB3C-01A	1.0791	0.0	5.453	4.1338	26.9712	0.0	0.0	0.8622	1.6286	2.4634	1.1459	3.8433	0.0	0.0	0.0	2.8087	0.0	0.0	0.0	7.8635	1.1867	0.0
TCGA-SI-A71P-01A	0.528	0.0	0.7902	1.5691	4.3326	5.569	0.5039	0.0	2.6321	3.322	7.3331	2.8038	2.9154	2.3925	0.0	6.8622	0.2733	1.212	0.7962	0.0	0.0	0.0
TCGA-3B-A9I3-01A	5.0802	1.4792	5.7085	3.7398	3.9502	1.5163	2.1255	2.389	1.4243	1.7842	2.281	2.6995	4.3076	1.594	0.3393	0.0	2.913	0.0	1.3681	0.2592	0.0	0.4434
TCGA-X6-A7WA-01A	2.8639	0.0	0.0	3.0831	1.2813	0.0	0.0	0.0	0.6968	28.3617	2.6961	2.4639	4.6791	0.0	0.0	1.8312	5.7447	0.0	2.3189	0.0	1.0055	3.0974
TCGA-FX-A48G-01A	13.9131	11.3632	10.8005	5.1637	4.4261	19.9824	10.7105	6.0654	51.3209	21.4886	13.9547	17.0394	2.6692	11.3119	10.22	7.972	19.2768	2.7105	7.9947	29.4594	1.2377	1.6164
TCGA-X9-A973-01A	2.6221	6.2998	4.7054	10.0198	0.0	8.1714	12.2597	4.5899	1.2395	0.0	6.1527	5.5858	6.4349	1.6005	1.1906	0.2786	2.6718	1.6324	3.26	1.664	1.3244	0.0
TCGA-JV-A5VE-01A	19.3137	31.0506	11.4133	43.3386	9.4871	5.2615	7.1181	36.231	7.4477	20.8854	6.7821	28.4223	13.7162	12.4382	5.71	5.9633	16.3968	14.7241	1.1619	7.3464	5.1571	0.8798
TCGA-DX-A3U9-01A	6.3948	4.678	6.7346	5.004	16.0861	6.2592	2.8092	8.8416	7.4627	16.1278	6.8628	5.7332	13.86	3.382	4.8534	1.0157	7.7964	6.9917	8.2181	1.001	3.6129	0.5396
TCGA-WK-A8XS-01A	4.5213	6.8085	3.7818	2.5917	1.4035	31.029	0.5519	0.0	3.8747	1.8609	5.9049	0.5348	34.9415	6.3883	0.6178	6.2719	26.4814	2.2302	3.7964	4.7148	0.0	0.0
TCGA-QQ-A5VD-01A	2.0576	0.0	0.0	1.8129	0.3913	5.0636	0.0	0.9485	1.0941	0.3261	0.9665	2.0351	0.0	1.3489	2.7231	0.0	0.9323	0.0	1.79	2.966	0.0	0.0
TCGA-DX-A6B7-01A	10.7166	3.7641	0.8866	8.0878	3.1996	0.9574	1.5273	4.1769	2.4643	22.8803	4.0147	4.7333	15.2468	1.3517	0.0	3.1594	2.661	1.794	5.6456	8.3803	0.0	0.2659
TCGA-IE-A6BZ-01A	20.6503	2.3754	13.425	13.9935	5.1126	107.8848	29.859	23.0089	6.7652	6.5574	9.3172	13.4645	10.3014	0.6777	7.1446	2.8203	15.9058	12.8173	25.9358	15.2454	0.2815	1.3228
TCGA-X2-A95T-01A	5.1091	26.5291	4.6722	4.6911	10.4014	5.2716	10.3079	8.2597	2.6145	0.7446	0.6681	6.9559	27.1619	16.2891	0.8349	11.1823	12.9461	2.2155	8.3057	10.6769	1.841	4.1043
TCGA-X6-A8C3-01A	3.2359	13.0489	5.8131	3.3981	9.2113	6.9513	19.2026	13.9345	13.5857	14.1343	37.9537	14.1228	5.2455	2.8324	3.4725	5.2122	7.0984	9.5401	7.0018	7.9642	0.3827	3.7168
TCGA-DX-A8BO-01A	13.381	14.4655	9.5645	9.7314	4.0912	11.4204	7.4462	15.6202	9.796	11.8156	16.1574	5.8853	1.2806	8.8073	2.3994	4.0545	10.6387	10.077	2.4934	5.6295	0.7552	9.2457
TCGA-DX-A8BN-01A	0.5808	20.4293	6.4151	4.1364	43.2003	53.5251	4.1017	8.33	3.2056	0.0	3.4703	4.3941	14.6714	1.9993	7.2126	27.015	6.0657	0.611	49.0751	2.0315	0.8652	7.1689
TCGA-HB-A2OT-01A	2.8767	2.4043	0.0	10.4547	7.7813	7.2576	7.919	0.0	9.3601	6.9943	0.0	2.674	10.2042	0.5941	0.0	6.2877	9.7896	0.0	1.4938	1.5791	0.3243	2.5269
TCGA-DX-AB2O-01A	218.5243	180.4443	113.9805	244.5496	20.2891	22.1553	24.8763	153.3617	33.0875	60.0144	46.7406	45.3481	70.7608	67.7249	0.7342	12.6831	12.5753	30.5477	2.8933	0.0	8.8464	0.7223
TCGA-KF-A41W-01A	12.1802	6.8719	3.3314	5.4873	21.2168	3.8442	4.6359	11.9461	5.8421	14.8329	6.2029	4.2568	43.489	2.7379	11.3779	1.4988	15.0742	30.9186	8.1202	5.6878	0.6788	3.0128
TCGA-QC-A7B5-01A	10.5452	1.9891	2.3036	1.9153	0.695	0.5496	7.2692	0.0	4.4847	0.0	0.0	0.0	2.5218	0.4732	0.48	5.8686	2.6056	0.4812	3.4039	4.9191	0.0	0.0
TCGA-DX-AB3B-01A	0.0	4.9167	8.9593	1.5401	3.669	4.4435	2.6564	2.438	3.8755	3.9913	10.4243	2.2676	8.1392	1.3347	0.0	2.071	0.0	1.1076	2.6838	0.0	0.0	0.0
TCGA-HB-A5W3-01A	9.563	6.436	0.0	4.9516	24.8549	7.8227	3.9452	9.6916	3.3766	16.8729	9.2545	5.6277	14.1208	3.0664	1.335	4.1835	20.1958	2.1289	6.4814	2.5478	1.2822	1.8665
TCGA-DX-A6YZ-01A	8.7235	12.2735	13.9588	10.6359	9.0912	33.6342	13.0276	26.4557	10.4847	15.3601	12.2959	91.0691	5.6579	6.1865	78.4558	5.8715	72.1301	4.269	4.1808	13.999	1.8664	3.1984
TCGA-WK-A8XQ-01A	0.0	0.9461	0.0	0.0	0.0	1.8286	2.4104	3.2426	0.0	4.7566	1.117	0.0	0.0	0.0	1.1699	0.0	2.6159	0.0	1.1356	1.0572	0.0	2.4309
TCGA-IE-A4EH-01A	9.9594	12.9482	5.77	4.6254	6.0685	4.674	5.9986	1.3099	4.0561	9.3825	8.6114	6.0307	8.1755	1.7308	2.1637	10.0003	9.382	5.4902	9.3839	1.8265	2.7193	3.5399
TCGA-DX-AB3A-01A	324.6795	54.8108	48.1403	19.0162	271.088	20.4565	17.2187	10.3109	13.1545	2.4012	24.1444	604.8322	3.6922	1.1379	0.0	14.2881	160.6908	23.3134	26.6249	37.2705	1.5661	11.6449
TCGA-SG-A6Z4-01A	20.001	11.8523	37.5206	15.1686	4.3917	7.118	7.8716	7.3348	5.0212	9.3329	14.0634	2.9313	14.9827	3.029	4.1393	2.2578	5.8018	5.8097	5.6011	7.013	0.4702	1.1316
TCGA-3B-A9HQ-01A	4.8404	0.0	0.0	1.5633	0.8767	8.7824	2.7864	0.0	0.0	8.2722	0.0	0.5104	0.7325	0.7254	4.2392	0.0	19.7453	0.0	4.6456	0.0	0.0	0.0
TCGA-HB-A43Z-01A	23.4246	19.0598	41.9225	12.4505	7.1242	12.0617	20.972	17.5486	4.0554	36.4606	13.7256	13.4205	55.4608	6.7149	14.5739	6.0669	18.2971	71.6421	2.145	5.5544	45.0546	2.8536
TCGA-DX-A6BA-01A	9.0102	15.6195	5.3225	1.8932	11.2354	4.658	7.1264	8.8338	2.7206	3.3348	3.7388	2.5247	7.8944	0.4432	9.5044	8.4653	5.2464	2.2889	8.297	3.3234	1.246	0.6823
TCGA-3B-A9HS-01A	22.6858	8.2261	4.6654	56.766	154.786	188.6583	3.9054	15.9051	11.4312	3.6974	7.7885	848.8981	0.4761	38.8822	0.0	0.9388	17.272	7.6056	101.0977	4.5732	11.4833	1.1959
TCGA-DX-AB2Q-01A	16.1371	15.7166	8.2681	20.0125	11.6266	19.0456	52.3418	126.7892	11.7148	27.6251	149.096	11.5075	5.7488	6.6969	10.0317	26.3654	28.2169	11.7532	6.5628	34.7755	11.9069	12.4442
TCGA-DX-AB2Z-01A	14.1457	3.5314	20.3878	16.2225	11.0342	1.7332	3.9072	8.4717	6.1148	8.9848	2.3525	3.0058	1.8292	21.4221	3.9716	0.256	2.5271	27.4568	0.5188	7.2507	5.4246	1.3083
TCGA-DX-A23U-01A	788.2178	0.0	0.0	0.0	0.0	0.0	25.015	0.0	7.6838	7.508	1.5829	1.6999	0.0	0.0	28.1347	0.0	0.0	0.0	1.57	0.0	10.963	0.0
TCGA-IE-A4EK-01A	1.9471	1.2478	2.1274	3.3536	1.8642	4.2366	0.8826	0.0	1.2729	3.3345	0.8038	1.095	1.8894	0.0	0.0	7.8683	6.2014	2.3855	3.7007	0.0	0.0	2.1095
TCGA-DX-AB2H-01A	245.4235	59.7687	0.0	7.6013	0.0	2.5623	9.015	5.7511	1.9168	1.2958	32.7372	990.8054	0.0	1.9543	1.1765	52.0168	17.1122	0.0	0.0	0.0	4.6071	11.5903
TCGA-Z4-AAPG-01A	13.1556	10.5842	8.0976	28.6863	19.2439	13.6491	19.1184	18.4952	28.2847	14.66	8.0851	10.5246	7.805	10.2452	17.9006	9.6162	8.0839	9.3307	10.4113	10.1826	6.7008	2.1636
TCGA-FX-A8OO-01A	2.9224	0.0	0.0	0.0	0.0	0.0	0.0	2.7475	0.0	0.0	4.4831	0.0	1.5105	1.3168	0.7864	0.0	0.0	0.0	0.748	1.0028	0.0	0.0
TCGA-WK-A8XO-01A	149.6867	32.6148	0.6753	67.1485	2.1891	26.1145	12.0571	0.0	15.1273	12.2522	6.3635	1391.9755	3.1278	2.9036	1.0021	0.0	2.9114	6.595	10.7621	1.9912	1.5951	2.755
TCGA-DX-A3UD-01A	22.7074	12.146	0.2719	5.9281	23.1454	3.0357	0.2845	0.3116	8.3178	6.0486	7.7559	4.8855	6.8618	2.6323	0.292	5.7656	1.8386	1.5208	7.331	0.2901	0.3047	0.2914
TCGA-DX-A8BG-01A	47.1627	29.3082	2.1918	7.5113	6.0698	8.6307	9.3199	7.6812	6.104	7.8689	9.4437	4.3428	8.3288	20.6311	28.3082	14.9448	23.6378	27.4285	8.895	2.9548	2.8755	1.5982
TCGA-DX-A6BE-01A	70.501	0.0	0.0	0.0	62.799	0.0	0.0	47.1844	214.4424	3.8341	2.5514	577.1819	0.0	33.1355	0.0	9.0047	11.7482	6.5777	8.3312	0.0	0.0	0.0
TCGA-DX-A8BV-01A	26.9025	2.0525	2.795	4.2195	25.1811	3.3439	8.585	12.9841	15.0948	2.3949	16.3746	5.6225	8.5759	5.4129	2.8123	1.5514	8.1271	4.2761	1.496	13.2253	12.0939	5.5574
TCGA-DX-A3UF-01A	15.1966	25.3482	16.5466	8.4825	20.8698	8.5167	9.9243	15.1571	10.1625	5.2763	12.0256	9.1789	5.8155	5.4233	6.1774	1.6579	1.2608	1.3006	4.0843	2.2486	3.5771	0.0
TCGA-DX-A6Z2-01A	8.6757	3.4072	1.0563	11.4959	0.0	15.7873	0.0	22.3449	1.1057	12.1345	1.0397	3.1383	9.0114	8.5592	0.0	1.6536	3.02	0.3525	3.9372	6.0898	0.8894	0.0
TCGA-DX-AB2J-01A	2.8525	0.0	34.222	2.1812	0.0	0.0	0.0	3.9834	6.8662	6.7606	0.0	27.1975	1.3246	0.0	0.0	8.2478	2.7565	1.3338	1.3419	2.2389	0.0	2.4574
TCGA-DX-A8BJ-01A	37.9227	30.8343	1.9196	49.8332	20.7912	2.5516	28.3689	76.6758	8.6693	12.2598	11.3947	35.5056	0.7735	13.587	0.0	4.6665	10.7029	0.4799	33.697	0.598	1.9108	1.2297
TCGA-DX-A48R-01A	2.9353	5.1254	29.789	3.3904	4.6964	3.9591	11.3101	8.6141	0.8274	13.2715	3.9188	10.08	10.5505	4.7728	1.4157	5.9989	100.1322	2.2816	25.4228	0.9192	1.0064	0.0
TCGA-DX-AB2E-01A	13.4906	4.5863	13.7517	15.3968	34.2394	4.4488	6.8737	30.83	41.8189	11.7277	8.2964	3.7929	6.3353	0.8409	7.3636	5.7894	2.5755	3.2207	4.7087	9.3213	1.1882	0.0
TCGA-DX-A7EQ-01A	1.0171	2.0068	0.0	0.0	0.0	0.0	0.0	0.0	9.7232	0.0	0.0	0.0	0.0	0.0	0.0	4.2467	0.0	0.0	0.955	0.0	0.0	0.0
TCGA-DX-A3UA-01A	8.6119	14.2309	34.091	59.9382	5.4579	2.7582	0.0	7.7402	11.6806	2.5666	0.0	4.302	0.0	0.0	0.0	3.5469	1.2813	0.0	21.6706	1.3383	3.4366	0.4516
TCGA-X6-A8C5-01A	3.8943	8.4169	1.1373	9.5829	16.41	8.9202	0.0	0.984	0.0	2.0405	2.2428	0.8711	10.7723	2.0002	0.8974	0.6597	2.0367	1.9272	1.2139	0.7236	0.0	0.0
TCGA-DX-A48N-01A	161.9725	12.0416	16.632	30.7479	0.0	94.829	6.1597	45.8483	142.0793	0.7343	12.4381	679.8474	4.8712	13.0993	0.0	6.5942	10.2611	11.0214	68.2238	11.5564	0.4145	4.3458
TCGA-SG-A849-01A	14.0202	4.288	6.9807	10.4614	4.5282	0.7251	8.6362	14.7407	4.3687	3.2055	0.0	0.6853	1.9432	7.6595	2.9041	0.0	3.4733	2.8674	0.8686	0.9357	0.4852	0.8226
TCGA-PC-A5DO-01A	25.145	39.533	11.987	17.23	10.0246	5.8922	5.2119	4.9164	0.699	22.9692	6.6468	9.0197	8.7212	16.6258	7.7707	3.8035	20.3125	24.8884	5.3107	4.6346	9.6951	2.8724
TCGA-KD-A5QS-01A	45.0266	33.0907	37.9859	11.6859	52.6406	18.2903	10.3774	15.0873	33.794	16.9838	19.1512	19.4783	75.7972	6.248	6.2372	18.4792	37.4182	25.2186	6.2912	15.7647	19.4923	2.2677
TCGA-UE-A6QU-01A	12.2633	9.2493	41.1314	25.833	74.0166	8.9052	8.1369	16.7325	20.0098	5.9241	12.1632	4.619	2.0064	3.6772	2.7161	0.0	7.8129	4.3862	5.8279	13.3229	4.2023	2.2968
TCGA-IS-A3K7-01A	17.2298	36.5766	23.1554	14.594	11.6614	12.6831	5.1189	10.4418	18.1433	12.1571	3.1076	73.9839	8.9199	6.4077	11.9296	9.3061	6.7837	2.2736	0.8193	10.1452	1.8277	0.655
TCGA-QQ-A8VB-01A	10.6658	8.5953	16.2078	11.8338	6.5611	3.31	11.6236	3.7719	10.3538	0.3583	6.2289	2.5975	14.3587	3.2477	0.3076	1.8515	7.7666	3.3521	9.6316	0.0	10.3248	0.3847
TCGA-DX-A48L-01A	6.4062	60.0754	7.6995	3.3106	12.3496	1.0607	4.5978	5.1959	3.7947	1.0925	14.6582	4.7641	38.1111	3.79	5.1057	1.0723	79.7431	17.1607	3.6154	2.7176	2.9404	0.7433
TCGA-DX-A48P-01A	5.8005	3.83	7.7603	0.6822	0.3626	5.7339	0.4738	0.0	0.0	6.5634	3.0469	0.8019	7.1943	3.1647	0.0	3.6709	0.9235	0.0	7.3079	42.8527	0.0	0.723
TCGA-X6-A8C7-01A	5.7328	0.0	20.5682	5.6749	1.247	1.5254	0.0	0.0	2.9951	0.0	1.3339	0.0	0.0	0.0	0.0	4.0981	0.0	0.0	1.6254	0.0	0.0	3.9705
TCGA-DX-A7ET-01A	11.2387	7.1874	0.8091	4.8334	33.6833	21.4713	4.3266	7.3026	22.9821	6.4812	6.4837	1.3293	5.3484	3.6408	9.1493	1.0495	1.5674	1.52	48.7255	1.1497	3.0486	10.3347
TCGA-DX-A3LY-01B	99.7489	53.0598	54.9639	41.572	105.3305	7.445	47.3612	68.3223	29.6236	0.953	10.163	1097.3133	18.9942	0.0	25.8109	6.4614	4.8474	98.1393	0.0	34.0413	5.0765	1.504
TCGA-DX-A7ER-01A	1.566	0.0	0.0	4.7811	1.3553	0.0	0.0	0.0	1.3777	0.0	0.0	1.6451	3.3881	1.3868	0.0	1.1742	0.0	1.0184	0.0	0.0	0.0	2.0515
TCGA-DX-AB2G-01A	1.5928	3.1798	48.5527	2.845	24.2241	129.0949	0.2685	0.0	0.0	0.0	12.241	751.6692	0.0	1.1748	0.0	3.301	0.0	30.2372	0.0	1.1867	0.0	0.0
TCGA-DX-A3U5-01A	10.0893	4.3174	7.8545	58.2192	23.412	157.3741	14.0011	12.0132	12.7907	7.606	20.8551	1003.4819	5.597	1.8591	0.0	14.6593	21.695	3.3233	4.8627	4.6982	2.365	0.0
TCGA-JV-A75J-01A	7.1892	41.6722	1.0977	3.7515	1.0236	7.3059	24.9305	174.391	42.7588	89.9274	0.0	4.5349	4.1661	0.0	14.8464	24.0632	18.5544	0.0	60.2784	1.4789	43.3576	60.6766
TCGA-DX-A6BB-01A	10.3726	3.5885	3.803	2.8338	0.0	17.119	12.0894	1.3428	4.4193	13.306	0.6588	1.5355	22.544	0.514	1.2929	1.1568	6.0075	2.4622	1.3346	4.1104	1.5027	1.897
