Sample ID	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22
TCGA-DX-A8BJ-01A	37.9227	30.8343	1.9196	49.8332	20.7912	2.5516	28.3689	76.6758	8.6693	12.2598	11.3947	35.5056	0.7735	13.587	0.0	4.6665	10.7029	0.4799	33.697	0.598	1.9108	1.2297
TCGA-SG-A849-01A	14.0202	4.288	6.9807	10.4614	4.5282	0.7251	8.6362	14.7407	4.3687	3.2055	0.0	0.6853	1.9432	7.6595	2.9041	0.0	3.4733	2.8674	0.8686	0.9357	0.4852	0.8226
TCGA-UE-A6QU-01A	12.2633	9.2493	41.1314	25.833	74.0166	8.9052	8.1369	16.7325	20.0098	5.9241	12.1632	4.619	2.0064	3.6772	2.7161	0.0	7.8129	4.3862	5.8279	13.3229	4.2023	2.2968
TCGA-DX-A7ET-01A	11.2387	7.1874	0.8091	4.8334	33.6833	21.4713	4.3266	7.3026	22.9821	6.4812	6.4837	1.3293	5.3484	3.6408	9.1493	1.0495	1.5674	1.52	48.7255	1.1497	3.0486	10.3347
TCGA-DX-A8BK-01A	9.2023	11.3062	35.7009	18.2738	88.2348	5.0657	4.4525	11.5224	20.0787	1.3747	16.1447	13.6994	16.23	0.0	24.7518	9.857	18.7395	8.4507	14.4337	10.3329	0.4844	2.5141
TCGA-MB-A8JK-01A	23.3271	26.7788	24.5631	4.0973	7.5658	7.3584	3.3005	19.027	14.2427	18.7974	9.2595	18.7449	13.9044	2.6651	7.8053	9.2929	18.3229	5.4528	17.8338	12.0784	3.9244	0.0
TCGA-DX-A8BL-01A	43.0501	30.5818	82.8479	33.9635	19.1105	44.836	12.5801	45.0736	9.9957	13.1879	17.8701	30.703	12.0214	20.7588	8.0814	11.812	9.2979	5.0871	54.2537	51.5007	3.7199	0.8683
TCGA-QC-AA9N-01A	8.4366	14.2344	18.2552	18.709	2.6332	4.9266	30.0459	14.5747	14.1544	15.5962	12.5521	38.2198	27.8882	3.0053	6.4427	10.7211	27.0662	7.8492	5.1454	11.0486	71.1119	1.9645
TCGA-FX-A3TO-01A	28.1199	43.65	42.7489	24.3108	64.5111	25.7073	61.5899	8.7059	82.4598	47.4073	99.2636	177.0095	41.1666	17.9771	280.246	10.4697	113.5932	58.5548	17.1559	24.371	8.9831	7.8449
TCGA-DX-AB2P-01A	11.8029	19.2565	5.3868	22.0799	22.3092	3.8114	5.6398	16.1278	7.3606	7.4569	2.3403	2.9497	34.7918	48.4089	3.2488	5.207	17.9299	7.0166	0.7568	18.1463	0.0	1.3748
TCGA-DX-A8BU-01A	29.1408	47.3838	20.2929	35.0861	21.7157	97.5464	21.968	4.3701	20.3524	11.8183	4.9036	7.7461	32.797	3.8031	0.5533	4.169	11.3687	31.8421	46.0749	21.4177	1.3656	8.8206
TCGA-IE-A4EJ-01A	13.8215	9.6002	12.7688	43.8518	42.4009	23.3211	26.8318	11.4458	3.2487	6.2454	23.5643	10.9137	3.4413	11.6542	15.0956	4.8623	1.0887	5.2557	1.8164	18.446	8.9163	1.9989
TCGA-MB-A5Y9-01A	0.0	0.0	0.0	15.482	1.6115	5.8778	4.5606	4.8128	2.4666	1.7903	11.6803	2.8844	16.7537	8.3749	0.6491	2.1627	0.5384	1.5288	0.0	12.1194	0.0	0.7657
TCGA-QQ-A5V2-01A	0.0	3.2747	0.0	5.4225	0.0	0.7517	0.0	1.1027	0.0	0.0	1.2511	0.0	0.0	1.2427	3.5433	1.075	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-DX-A8BX-01A	12.2673	21.8759	2.1706	5.1835	5.2332	5.9843	29.2757	28.4927	5.7455	0.266	3.6896	29.1632	2.1423	2.608	7.0582	2.048	2.9191	0.2652	1.657	0.6277	0.2692	1.532
TCGA-DX-A8BH-01A	1.5109	10.8782	99.7973	2.6427	17.1137	3.5057	40.295	27.9924	77.4776	4.8505	7.5556	11.8604	4.2535	2.2926	2.8136	6.9453	3.4787	5.5401	1.8696	2.2995	3.8882	1.3808
TCGA-DX-A8BR-01A	43.678	1.561	97.6445	298.9223	0.8303	8.9449	303.5247	7.9753	2.3543	61.3122	84.7068	11.0276	22.0113	8.3689	0.8602	1.2098	0.6163	1.6452	0.5734	2.8642	1.0653	2.8194
TCGA-DX-A8BM-01A	37.8629	116.533	9.8384	29.7667	61.2168	54.5333	61.8501	47.5707	10.4516	50.5883	24.467	25.9299	31.5429	37.6663	50.1741	4.3811	46.2961	12.1708	40.5204	17.0585	8.6651	2.7508
TCGA-X6-A8C2-01A	111.9923	27.4214	28.5854	20.9798	72.6197	17.5164	13.891	26.8194	3.0549	6.4562	5.9087	12.1095	15.2076	0.859	5.0387	8.8431	17.4831	7.2632	15.7785	8.6423	2.2726	2.6743
TCGA-DX-AATS-01A	41.8773	83.0243	28.7386	38.4927	94.4393	176.7964	78.2113	32.0344	150.32	20.5456	8.1864	32.636	19.6825	2.5852	9.3614	21.3476	8.3516	128.2531	33.0872	24.7279	5.0646	0.0
TCGA-LI-A9QH-01A	7.3867	1.3379	51.4451	14.5374	8.0841	24.4127	16.1865	16.1503	19.2872	5.3338	43.1777	2.2953	35.2654	6.9797	13.202	2.7631	29.4991	25.2012	28.4497	1.832	2.8428	4.7237
TCGA-QC-A6FX-01A	12.9181	21.2324	13.9426	27.2466	14.9319	136.6651	52.9624	5.3243	20.0385	20.4688	1.324	5.7641	4.5172	55.2249	5.5991	22.4158	6.7669	15.1103	58.7438	73.8414	9.1808	5.7092
TCGA-X6-A8C4-01A	30.9618	28.1993	14.3055	21.0286	39.5965	18.5231	18.0962	24.3608	44.5116	19.4246	14.3706	14.8045	5.3334	9.2573	5.4154	2.6878	38.6939	10.5157	32.0755	4.6904	4.4132	3.2517
TCGA-VT-AB3D-01A	14.2108	1.7613	57.4575	6.1617	2.4049	66.2456	3.5621	5.7362	13.1177	0.0	0.3237	4.8328	5.2834	0.0	1.2043	0.0	0.2635	1.1904	20.6829	0.0	0.0	1.5433
TCGA-UE-A6QT-01A	0.0	2.6286	3.6732	3.5183	3.2166	2.3838	0.0	3.6684	1.1466	1.3339	2.7217	0.0	0.0	3.496	0.0	0.0	5.2118	1.2278	0.3571	0.0	1.2351	0.0
TCGA-DX-AB2X-01A	41.2104	37.5741	63.7867	12.7588	9.0581	13.8872	46.5529	75.9696	24.2986	14.5683	10.9712	21.5374	14.4586	8.7015	4.3067	12.5886	13.7213	10.9219	0.0	5.1701	5.8309	3.2974
TCGA-QQ-A5V9-01A	2.8949	1.8971	51.6674	4.9372	27.6463	10.4225	24.4115	3.3068	26.3074	5.189	4.8285	3.0491	3.2373	7.9937	1.1294	7.936	0.9711	6.8094	3.3887	15.9193	62.7211	0.594
TCGA-SI-AA8B-01A	21.452	6.3924	12.3314	11.0175	7.9958	1.0883	48.8001	6.4056	5.9886	7.797	8.6392	7.8656	37.5145	2.6609	36.7546	3.7117	8.9368	15.3755	1.795	26.2755	0.6417	0.4349
TCGA-DX-A8BT-01A	4.9615	2.904	6.6274	3.0199	11.9537	3.2283	31.0151	8.8644	4.1349	30.327	7.9409	0.0	0.5815	69.3144	14.1989	7.7343	6.7035	5.6693	12.2812	0.826	1.1722	3.2625
TCGA-MB-A5Y8-01A	18.3539	10.7284	5.2158	4.0823	1.6304	6.9309	7.8761	4.13	11.0867	6.7353	4.4203	3.1148	0.5836	5.2719	1.1104	0.8722	8.7172	3.1278	0.6829	14.6146	6.3481	7.1207
